ID,착과량(int)
TEST_1168,350.92877
TEST_1169,493.37003
TEST_1170,405.98462
TEST_1171,235.85965
TEST_1172,359.91736
TEST_1173,360.44757
TEST_1174,265.61893
TEST_1175,293.72498
TEST_1176,343.25195
TEST_1177,344.82068
TEST_1178,386.20068
TEST_1179,363.74518
TEST_1180,334.63638
TEST_1181,278.43158
TEST_1182,456.36914
TEST_1183,384.09995
TEST_1184,289.81415
TEST_1185,437.4165
TEST_1186,314.81403
TEST_1187,280.307
TEST_1188,292.27118
TEST_1189,304.96774
TEST_1190,335.56833
TEST_1191,412.1394
TEST_1192,284.73267
TEST_1193,301.42047
TEST_1194,405.33823
TEST_1195,346.35168
TEST_1196,147.41283
TEST_1197,379.9433
TEST_1198,335.82037
TEST_1199,646.0594
TEST_1200,309.42853
TEST_1201,281.92664
TEST_1202,339.0017
TEST_1203,319.46243
TEST_1204,314.20667
TEST_1205,336.4889
TEST_1206,319.07144
TEST_1207,448.5661
TEST_1208,346.6674
TEST_1209,342.6562
TEST_1210,325.20068
TEST_1211,352.4828
TEST_1212,273.99066
TEST_1213,237.81665
TEST_1214,443.16315
TEST_1215,373.7556
TEST_1216,317.23514
TEST_1217,433.29523
TEST_1218,278.7013
TEST_1219,346.161
TEST_1220,426.74594
TEST_1221,484.50452
TEST_1222,322.815
TEST_1223,327.05682
TEST_1224,347.921
TEST_1225,449.00842
TEST_1226,381.72504
TEST_1227,335.61386
TEST_1228,346.2663
TEST_1229,282.87378
TEST_1230,224.31558
TEST_1231,384.28107
TEST_1232,203.4461
TEST_1233,397.39377
TEST_1234,513.18274
TEST_1235,320.35345
TEST_1236,249.06473
TEST_1237,385.6167
TEST_1238,283.42157
TEST_1239,344.9129
TEST_1240,316.40643
TEST_1241,345.89288
TEST_1242,449.3398
TEST_1243,402.327
TEST_1244,486.6068
TEST_1245,378.1164
TEST_1246,343.92255
TEST_1247,331.06876
TEST_1248,316.88757
TEST_1249,290.0332
TEST_1250,426.0146
TEST_1251,211.83646
TEST_1252,405.22516
TEST_1253,420.95502
TEST_1254,391.378
TEST_1255,318.14044
TEST_1256,484.8591
TEST_1257,322.24567
TEST_1258,266.93137
TEST_1259,431.5896
TEST_1260,472.33405
TEST_1261,184.45493
TEST_1262,385.72906
TEST_1263,426.64087
TEST_1264,456.69427
TEST_1265,287.93442
TEST_1266,445.52173
TEST_1267,419.49176
TEST_1268,277.63562
TEST_1269,341.23038
TEST_1270,369.93683
TEST_1271,330.25687
TEST_1272,416.11627
TEST_1273,311.28867
TEST_1274,279.34335
TEST_1275,323.26642
TEST_1276,179.77109
TEST_1277,248.93336
TEST_1278,322.33377
TEST_1279,350.08066
TEST_1280,297.2443
TEST_1281,341.69403
TEST_1282,284.14484
TEST_1283,422.97232
TEST_1284,264.39294
TEST_1285,401.94135
TEST_1286,292.40076
TEST_1287,407.4715
TEST_1288,390.49463
TEST_1289,300.77158
TEST_1290,488.19205
TEST_1291,277.49017
TEST_1292,479.05566
TEST_1293,360.96268
TEST_1294,452.80872
TEST_1295,330.65732
TEST_1296,378.99042
TEST_1297,282.41684
TEST_1298,292.13843
TEST_1299,480.47974
TEST_1300,323.18945
TEST_1301,373.0603
TEST_1302,175.67361
TEST_1303,414.41443
TEST_1304,214.85562
TEST_1305,362.3675
TEST_1306,272.50903
TEST_1307,414.3622
TEST_1308,280.05923
TEST_1309,411.46262
TEST_1310,372.04388
TEST_1311,288.128
TEST_1312,268.42694
TEST_1313,281.61673
TEST_1314,315.0911
TEST_1315,349.82703
TEST_1316,320.72137
TEST_1317,393.42783
TEST_1318,431.5783
TEST_1319,381.80023
TEST_1320,331.6949
TEST_1321,379.84518
TEST_1322,379.83527
TEST_1323,440.13373
TEST_1324,353.07355
TEST_1325,353.33823
TEST_1326,388.75076
TEST_1327,220.74269
TEST_1328,345.11334
TEST_1329,295.67987
TEST_1330,315.04688
TEST_1331,255.20859
TEST_1332,324.0025
TEST_1333,343.93243
TEST_1334,281.362
TEST_1335,358.9831
TEST_1336,408.96298
TEST_1337,358.2644
TEST_1338,227.09845
TEST_1339,334.11768
TEST_1340,457.44592
TEST_1341,288.98685
TEST_1342,336.25262
TEST_1343,349.89447
TEST_1344,363.02475
TEST_1345,282.51477
TEST_1346,318.63794
TEST_1347,428.3476
TEST_1348,346.25952
TEST_1349,230.90186
TEST_1350,263.97372
TEST_1351,388.22833
TEST_1352,383.33142
TEST_1353,348.01373
TEST_1354,502.23734
TEST_1355,356.6769
TEST_1356,278.942
TEST_1357,406.79657
TEST_1358,406.25577
TEST_1359,329.83493
TEST_1360,327.69403
TEST_1361,274.08618
TEST_1362,347.50967
TEST_1363,324.56107
TEST_1364,384.69397
TEST_1365,367.50125
TEST_1366,289.77628
TEST_1367,248.69736
TEST_1368,415.0762
TEST_1369,369.45813
TEST_1370,483.1767
TEST_1371,371.0923
TEST_1372,357.97394
TEST_1373,265.49997
TEST_1374,395.69342
TEST_1375,289.2943
TEST_1376,351.92407
TEST_1377,331.93924
TEST_1378,423.13937
TEST_1379,388.53973
TEST_1380,393.49146
TEST_1381,394.62848
TEST_1382,360.7888
TEST_1383,349.72546
TEST_1384,331.9732
TEST_1385,269.5813
TEST_1386,298.11206
TEST_1387,379.6053
TEST_1388,422.30652
TEST_1389,398.58575
TEST_1390,477.72824
TEST_1391,317.42346
TEST_1392,361.6781
TEST_1393,455.0891
TEST_1394,323.25623
TEST_1395,392.21442
TEST_1396,346.075
TEST_1397,477.14267
TEST_1398,310.84845
TEST_1399,465.54895
TEST_1400,332.73343
TEST_1401,345.25006
TEST_1402,311.2691
TEST_1403,451.27472
TEST_1404,496.20367
TEST_1405,430.4069
TEST_1406,285.54858
TEST_1407,367.49585
TEST_1408,430.11377
TEST_1409,464.09494
TEST_1410,290.35925
TEST_1411,340.27667
TEST_1412,435.00256
TEST_1413,527.455
TEST_1414,470.8133
TEST_1415,328.48022
TEST_1416,351.35083
TEST_1417,305.18048
TEST_1418,368.69745
TEST_1419,408.93198
TEST_1420,516.9617
TEST_1421,373.9689
TEST_1422,338.12192
TEST_1423,357.3509
TEST_1424,301.99
TEST_1425,414.4677
TEST_1426,254.63495
TEST_1427,250.09668
TEST_1428,434.79608
TEST_1429,214.67517
TEST_1430,330.12512
TEST_1431,336.3192
TEST_1432,247.9074
TEST_1433,431.48938
TEST_1434,365.84802
TEST_1435,321.91803
TEST_1436,411.29327
TEST_1437,262.55182
TEST_1438,327.91644
TEST_1439,417.95352
TEST_1440,273.964
TEST_1441,337.28754
TEST_1442,340.11157
TEST_1443,281.46277
TEST_1444,435.6928
TEST_1445,272.76166
TEST_1446,455.9424
TEST_1447,359.53772
TEST_1448,245.60892
TEST_1449,352.31915
TEST_1450,368.94897
TEST_1451,339.9274
TEST_1452,286.83295
TEST_1453,438.75903
TEST_1454,248.94646
TEST_1455,315.4651
TEST_1456,402.9628
TEST_1457,311.0753
TEST_1458,469.15167
TEST_1459,413.90756
TEST_1460,195.93866
TEST_1461,335.92123
TEST_1462,334.41602
TEST_1463,360.0218
TEST_1464,449.35907
TEST_1465,287.07697
TEST_1466,327.6504
TEST_1467,387.8294
TEST_1468,436.69696
TEST_1469,444.41577
TEST_1470,459.6718
TEST_1471,235.42548
TEST_1472,374.9137
TEST_1473,339.56937
TEST_1474,346.98474
TEST_1475,347.61133
TEST_1476,372.87775
TEST_1477,425.88278
TEST_1478,387.7096
TEST_1479,437.43167
TEST_1480,321.29147
TEST_1481,395.69385
TEST_1482,470.94568
TEST_1483,354.7312
TEST_1484,272.58032
TEST_1485,454.97504
TEST_1486,468.93228
TEST_1487,371.28177
TEST_1488,398.818
TEST_1489,367.13342
TEST_1490,422.76282
TEST_1491,218.02855
TEST_1492,394.88116
TEST_1493,275.1892
TEST_1494,360.3078
TEST_1495,308.28766
TEST_1496,238.30565
TEST_1497,423.97464
TEST_1498,330.9589
TEST_1499,320.77228
TEST_1500,334.82013
TEST_1501,545.36957
TEST_1502,382.73407
TEST_1503,253.70297
TEST_1504,337.90878
TEST_1505,307.79352
TEST_1506,358.95453
TEST_1507,461.4431
TEST_1508,303.57526
TEST_1509,406.5428
TEST_1510,396.79718
TEST_1511,250.57535
TEST_1512,307.19928
TEST_1513,380.59283
TEST_1514,372.53912
TEST_1515,544.70764
TEST_1516,286.46637
TEST_1517,377.1377
TEST_1518,441.3912
TEST_1519,301.65515
TEST_1520,319.83325
TEST_1521,301.3993
TEST_1522,338.59354
TEST_1523,318.14948
TEST_1524,355.30817
TEST_1525,410.22028
TEST_1526,295.84915
TEST_1527,371.64127
TEST_1528,319.26804
TEST_1529,431.30438
TEST_1530,315.6858
TEST_1531,309.01703
TEST_1532,291.552
TEST_1533,358.3425
TEST_1534,455.26166
TEST_1535,351.3704
TEST_1536,379.62256
TEST_1537,379.5384
TEST_1538,429.3278
TEST_1539,377.76532
TEST_1540,302.85962
TEST_1541,465.62823
TEST_1542,441.71796
TEST_1543,430.0501
TEST_1544,415.5974
TEST_1545,328.828
TEST_1546,462.15378
TEST_1547,277.09387
TEST_1548,338.106
TEST_1549,380.75037
TEST_1550,433.73175
TEST_1551,348.82074
TEST_1552,332.29852
TEST_1553,451.56647
TEST_1554,320.5796
TEST_1555,321.88226
TEST_1556,274.99042
TEST_1557,240.66426
TEST_1558,431.15778
TEST_1559,534.71594
TEST_1560,445.12976
TEST_1561,235.8896
TEST_1562,282.6978
TEST_1563,401.41248
TEST_1564,331.03918
TEST_1565,433.8352
TEST_1566,419.07568
TEST_1567,320.43222
TEST_1568,303.10162
TEST_1569,315.2926
TEST_1570,211.92647
TEST_1571,374.30353
TEST_1572,352.8907
TEST_1573,330.64246
TEST_1574,337.79218
TEST_1575,484.01578
TEST_1576,372.85846
TEST_1577,251.32408
TEST_1578,374.98587
TEST_1579,323.80298
TEST_1580,345.80743
TEST_1581,390.45364
TEST_1582,381.8371
TEST_1583,294.00897
TEST_1584,362.25336
TEST_1585,367.14124
TEST_1586,332.7807
TEST_1587,357.72495
TEST_1588,445.15967
TEST_1589,375.88397
TEST_1590,363.6338
TEST_1591,384.7196
TEST_1592,332.59485
TEST_1593,417.01474
TEST_1594,420.95145
TEST_1595,287.8438
TEST_1596,304.07144
TEST_1597,300.12476
TEST_1598,280.49753
TEST_1599,362.6501
TEST_1600,178.0356
TEST_1601,251.09784
TEST_1602,317.74713
TEST_1603,225.51695
TEST_1604,417.5938
TEST_1605,280.01642
TEST_1606,338.5995
TEST_1607,349.22632
TEST_1608,315.77692
TEST_1609,387.2986
TEST_1610,292.69128
TEST_1611,403.45703
TEST_1612,437.5819
TEST_1613,446.75653
TEST_1614,400.52722
TEST_1615,361.64014
TEST_1616,426.5243
TEST_1617,436.80548
TEST_1618,413.93994
TEST_1619,265.70718
TEST_1620,347.65274
TEST_1621,378.15942
TEST_1622,390.40213
TEST_1623,438.9317
TEST_1624,349.60352
TEST_1625,419.63022
TEST_1626,232.45984
TEST_1627,347.24817
TEST_1628,274.38898
TEST_1629,173.8931
TEST_1630,234.52711
TEST_1631,380.44205
TEST_1632,297.98044
TEST_1633,337.42615
TEST_1634,350.20667
TEST_1635,286.18512
TEST_1636,289.18866
TEST_1637,276.92224
TEST_1638,433.52032
TEST_1639,415.25293
TEST_1640,345.8112
TEST_1641,310.9655
TEST_1642,527.68567
TEST_1643,353.65884
TEST_1644,369.1465
TEST_1645,314.88373
TEST_1646,222.35854
TEST_1647,399.56564
TEST_1648,369.70477
TEST_1649,246.58394
TEST_1650,594.1837
TEST_1651,420.55118
TEST_1652,242.94356
TEST_1653,343.86673
TEST_1654,323.91248
TEST_1655,409.54837
TEST_1656,413.33408
TEST_1657,322.5299
TEST_1658,310.58435
TEST_1659,368.6705
TEST_1660,447.47046
TEST_1661,326.35504
TEST_1662,349.38275
TEST_1663,197.776
TEST_1664,342.72214
TEST_1665,300.4957
TEST_1666,414.07544
TEST_1667,390.43927
TEST_1668,441.1209
TEST_1669,394.99594
TEST_1670,302.8014
TEST_1671,323.73322
TEST_1672,319.66272
TEST_1673,367.30316
TEST_1674,346.81232
TEST_1675,344.3777
TEST_1676,332.83932
TEST_1677,290.1755
TEST_1678,421.2088
TEST_1679,389.63055
TEST_1680,373.62378
TEST_1681,248.40918
TEST_1682,356.83087
TEST_1683,425.985
TEST_1684,379.1393
TEST_1685,296.406
TEST_1686,320.22516
TEST_1687,409.48315
TEST_1688,370.1161
TEST_1689,213.08537
TEST_1690,457.84918
TEST_1691,367.39014
TEST_1692,336.3103
TEST_1693,391.6132
TEST_1694,339.85855
TEST_1695,304.935
TEST_1696,331.58087
TEST_1697,383.38696
TEST_1698,384.58905
TEST_1699,333.70047
TEST_1700,300.76624
TEST_1701,367.5089
TEST_1702,358.339
TEST_1703,389.05884
TEST_1704,284.62503
TEST_1705,274.77652
TEST_1706,291.0022
TEST_1707,334.82593
TEST_1708,337.8034
TEST_1709,379.8711
TEST_1710,243.15096
TEST_1711,434.7646
TEST_1712,265.7168
TEST_1713,381.8458
TEST_1714,364.1985
TEST_1715,137.98135
TEST_1716,385.2763
TEST_1717,244.89987
TEST_1718,422.53204
TEST_1719,231.77588
TEST_1720,454.49274
TEST_1721,423.70352
TEST_1722,348.10632
TEST_1723,347.65454
TEST_1724,390.15118
TEST_1725,299.82715
TEST_1726,523.24084
TEST_1727,288.19745
TEST_1728,420.49918
TEST_1729,247.79782
TEST_1730,288.2828
TEST_1731,400.4048
TEST_1732,363.6335
TEST_1733,218.4169
TEST_1734,438.50787
TEST_1735,397.21222
TEST_1736,136.72653
TEST_1737,278.71332
TEST_1738,449.45642
TEST_1739,444.20435
TEST_1740,353.15186
TEST_1741,377.5299
TEST_1742,357.3351
TEST_1743,414.252
TEST_1744,386.3628
TEST_1745,403.68756
TEST_1746,358.07965
TEST_1747,405.89368
TEST_1748,294.03427
TEST_1749,382.25574
TEST_1750,495.04382
TEST_1751,345.97473
TEST_1752,329.29303
TEST_1753,334.0282
TEST_1754,441.6952
TEST_1755,290.03217
TEST_1756,272.3724
TEST_1757,393.17688
TEST_1758,334.50226
TEST_1759,457.11856
TEST_1760,545.4452
TEST_1761,312.62387
TEST_1762,388.8377
TEST_1763,328.39246
TEST_1764,324.64612
TEST_1765,406.4422
TEST_1766,387.8307
TEST_1767,410.05225
TEST_1768,324.48425
TEST_1769,362.24115
TEST_1770,273.48868
TEST_1771,366.26984
TEST_1772,324.65808
TEST_1773,423.8692
TEST_1774,334.2567
TEST_1775,295.62115
TEST_1776,380.772
TEST_1777,274.11404
TEST_1778,238.97937
TEST_1779,376.82767
TEST_1780,261.53452
TEST_1781,438.14862
TEST_1782,382.38354
TEST_1783,319.5077
TEST_1784,289.96765
TEST_1785,273.18848
TEST_1786,217.72255
TEST_1787,404.6001
TEST_1788,416.1466
TEST_1789,406.51373
TEST_1790,252.77063
TEST_1791,308.50232
TEST_1792,366.28235
TEST_1793,423.12872
TEST_1794,432.74652
TEST_1795,372.25626
TEST_1796,388.627
TEST_1797,316.9557
TEST_1798,364.07196
TEST_1799,295.29346
TEST_1800,355.7116
TEST_1801,209.06412
TEST_1802,301.08328
TEST_1803,381.7946
TEST_1804,347.0074
TEST_1805,326.83313
TEST_1806,396.48248
TEST_1807,276.7366
TEST_1808,411.09302
TEST_1809,335.46735
TEST_1810,371.8435
TEST_1811,330.9737
TEST_1812,338.53687
TEST_1813,226.3267
TEST_1814,394.43652
TEST_1815,393.43488
TEST_1816,293.84766
TEST_1817,311.92767
TEST_1818,312.1598
TEST_1819,407.8901
TEST_1820,447.00565
TEST_1821,315.11996
TEST_1822,417.6807
TEST_1823,322.4315
TEST_1824,552.07605
TEST_1825,502.7146
TEST_1826,194.0629
TEST_1827,345.8119
TEST_1828,294.37085
TEST_1829,300.9129
TEST_1830,439.68774
TEST_1831,434.98315
TEST_1832,300.43018
TEST_1833,293.57
TEST_1834,540.69055
TEST_1835,374.53378
TEST_1836,332.1671
TEST_1837,413.89722
TEST_1838,392.07217
TEST_1839,463.75348
TEST_1840,423.4967
TEST_1841,332.0964
TEST_1842,434.4805
TEST_1843,360.8531
TEST_1844,376.1377
TEST_1845,518.4139
TEST_1846,384.48145
TEST_1847,389.53156
TEST_1848,436.38773
TEST_1849,281.89716
TEST_1850,379.91998
TEST_1851,352.3265
TEST_1852,448.5628
TEST_1853,393.39062
TEST_1854,417.8312
TEST_1855,336.1827
TEST_1856,269.7744
TEST_1857,245.72299
TEST_1858,305.73602
TEST_1859,285.97882
TEST_1860,381.21268
TEST_1861,270.57214
TEST_1862,353.985
TEST_1863,360.66278
TEST_1864,245.36172
TEST_1865,408.64252
TEST_1866,323.3505
TEST_1867,336.6156
TEST_1868,401.02765
TEST_1869,358.7815
TEST_1870,266.2906
TEST_1871,545.1448
TEST_1872,306.83762
TEST_1873,376.3036
TEST_1874,444.43713
TEST_1875,299.98267
TEST_1876,268.67596
TEST_1877,465.362
TEST_1878,365.87787
TEST_1879,221.23306
TEST_1880,440.5401
TEST_1881,415.2176
TEST_1882,358.25684
TEST_1883,482.24942
TEST_1884,301.03632
TEST_1885,297.40274
TEST_1886,289.7327
TEST_1887,468.26407
TEST_1888,350.6758
TEST_1889,345.05267
TEST_1890,206.96545
TEST_1891,377.21405
TEST_1892,377.3131
TEST_1893,221.89363
TEST_1894,399.5998
TEST_1895,291.94928
TEST_1896,253.31323
TEST_1897,291.64185
TEST_1898,378.93362
TEST_1899,351.8638
TEST_1900,544.8766
TEST_1901,289.56836
TEST_1902,412.3412
TEST_1903,337.74213
TEST_1904,413.3053
TEST_1905,289.65222
TEST_1906,379.7088
TEST_1907,291.96906
TEST_1908,295.63373
TEST_1909,273.69788
TEST_1910,444.47076
TEST_1911,447.41815
TEST_1912,373.1311
TEST_1913,428.7199
TEST_1914,351.3629
TEST_1915,279.96155
TEST_1916,343.22156
TEST_1917,326.16986
TEST_1918,353.93982
TEST_1919,394.11908
TEST_1920,178.7884
TEST_1921,368.10602
TEST_1922,270.3406
TEST_1923,384.7934
TEST_1924,318.13647
TEST_1925,341.5376
TEST_1926,361.8125
TEST_1927,325.2929
TEST_1928,476.5345
TEST_1929,291.1044
TEST_1930,399.49445
TEST_1931,459.46167
TEST_1932,417.8515
TEST_1933,322.6254
TEST_1934,419.87067
TEST_1935,336.54553
TEST_1936,409.30713
TEST_1937,362.01624
TEST_1938,282.4306
TEST_1939,366.93127
TEST_1940,496.45618
TEST_1941,268.5201
TEST_1942,372.25635
TEST_1943,256.1005
TEST_1944,350.683
TEST_1945,268.11963
TEST_1946,346.26923
TEST_1947,321.20636
TEST_1948,146.68564
TEST_1949,341.0713
TEST_1950,292.31555
TEST_1951,265.4483
TEST_1952,400.08167
TEST_1953,367.2342
TEST_1954,335.9174
TEST_1955,307.3999
TEST_1956,341.33624
TEST_1957,342.4292
TEST_1958,294.01093
TEST_1959,436.4809
TEST_1960,448.88776
TEST_1961,405.38144
TEST_1962,285.45557
TEST_1963,363.9171
TEST_1964,434.21796
TEST_1965,355.43164
TEST_1966,363.74176
TEST_1967,427.7003
TEST_1968,422.37805
TEST_1969,311.5233
TEST_1970,412.16046
TEST_1971,328.48486
TEST_1972,347.0157
TEST_1973,425.13422
TEST_1974,334.92816
TEST_1975,456.14062
TEST_1976,292.4862
TEST_1977,274.09497
TEST_1978,341.8254
TEST_1979,330.88147
TEST_1980,261.37906
TEST_1981,275.44205
TEST_1982,305.6681
TEST_1983,316.214
TEST_1984,444.24594
TEST_1985,483.8738
TEST_1986,382.5151
TEST_1987,492.54077
TEST_1988,340.0417
TEST_1989,377.85822
TEST_1990,227.72945
TEST_1991,367.83163
TEST_1992,385.13385
TEST_1993,315.19565
TEST_1994,486.55554
TEST_1995,340.5076
TEST_1996,463.0129
TEST_1997,532.5473
TEST_1998,321.56537
TEST_1999,447.895
TEST_2000,316.01306
TEST_2001,231.66452
TEST_2002,307.67535
TEST_2003,279.18823
TEST_2004,200.20563
TEST_2005,202.67917
TEST_2006,388.0932
TEST_2007,347.33716
TEST_2008,353.88416
TEST_2009,295.09106
TEST_2010,294.04297
TEST_2011,342.99564
TEST_2012,303.22076
TEST_2013,294.722
TEST_2014,372.71515
TEST_2015,291.94598
TEST_2016,374.64468
TEST_2017,389.88962
TEST_2018,374.19928
TEST_2019,361.9061
TEST_2020,377.53644
TEST_2021,294.82275
TEST_2022,351.6674
TEST_2023,318.8659
TEST_2024,408.06915
TEST_2025,426.75867
TEST_2026,276.3503
TEST_2027,408.23883
TEST_2028,407.52866
TEST_2029,281.3123
TEST_2030,363.50488
TEST_2031,242.20724
TEST_2032,468.26782
TEST_2033,432.3542
TEST_2034,321.31757
TEST_2035,319.27405
TEST_2036,295.36984
TEST_2037,294.54233
TEST_2038,313.24506
TEST_2039,292.64374
TEST_2040,305.52393
TEST_2041,374.25357
TEST_2042,285.9781
TEST_2043,362.51013
TEST_2044,325.10657
TEST_2045,309.1358
TEST_2046,480.27457
TEST_2047,209.00363
TEST_2048,411.56873
TEST_2049,349.5033
TEST_2050,213.6955
TEST_2051,433.8761
TEST_2052,326.57697
TEST_2053,172.8794
TEST_2054,306.2068
TEST_2055,391.0852
TEST_2056,298.58447
TEST_2057,399.6563
TEST_2058,357.9977
TEST_2059,384.77936
TEST_2060,401.37097
TEST_2061,363.27853
TEST_2062,293.4383
TEST_2063,315.21808
TEST_2064,291.46875
TEST_2065,313.9521
TEST_2066,249.95938
TEST_2067,437.97
TEST_2068,281.4635
TEST_2069,380.80713
TEST_2070,427.10202
TEST_2071,407.31628
TEST_2072,321.2319
TEST_2073,275.40906
TEST_2074,412.32462
TEST_2075,416.2735
TEST_2076,257.90945
TEST_2077,337.20264
TEST_2078,295.50778
TEST_2079,342.45593
TEST_2080,320.66397
TEST_2081,187.70166
TEST_2082,356.95587
TEST_2083,386.48834
TEST_2084,350.50262
TEST_2085,372.5089
TEST_2086,451.4093
TEST_2087,422.22668
TEST_2088,449.47375
TEST_2089,340.4843
TEST_2090,391.06604
TEST_2091,278.11075
TEST_2092,308.9276
TEST_2093,355.21576
TEST_2094,365.84955
TEST_2095,420.3985
TEST_2096,425.46454
TEST_2097,296.44873
TEST_2098,413.3018
TEST_2099,439.0517
TEST_2100,423.37085
TEST_2101,389.25305
TEST_2102,404.27087
TEST_2103,241.91583
TEST_2104,323.84012
TEST_2105,332.80115
TEST_2106,374.7071
TEST_2107,339.264
TEST_2108,299.06763
TEST_2109,409.79944
TEST_2110,431.19897
TEST_2111,268.65247
TEST_2112,224.13141
TEST_2113,264.09943
TEST_2114,370.71423
TEST_2115,366.1517
TEST_2116,305.60504
TEST_2117,166.34131
TEST_2118,454.40942
TEST_2119,404.53052
TEST_2120,345.91397
TEST_2121,324.64618
TEST_2122,358.04077
TEST_2123,378.33752
TEST_2124,339.34967
TEST_2125,303.4572
TEST_2126,343.86194
TEST_2127,354.3391
TEST_2128,369.68982
TEST_2129,341.00348
TEST_2130,359.59705
TEST_2131,381.6671
TEST_2132,255.08316
TEST_2133,356.55853
TEST_2134,384.53104
TEST_2135,300.87167
TEST_2136,397.50256
TEST_2137,434.56616
TEST_2138,451.27405
TEST_2139,319.8695
TEST_2140,427.0715
TEST_2141,301.84012
TEST_2142,338.72815
TEST_2143,315.02307
TEST_2144,443.93298
TEST_2145,386.27396
TEST_2146,411.99753
TEST_2147,342.28424
TEST_2148,414.56995
TEST_2149,361.23337
TEST_2150,406.33783
TEST_2151,471.46655
TEST_2152,298.12564
TEST_2153,462.0741
TEST_2154,327.667
TEST_2155,459.50372
TEST_2156,315.95404
TEST_2157,193.63281
TEST_2158,441.37234
TEST_2159,231.88449
TEST_2160,399.75018
TEST_2161,427.53186
TEST_2162,286.37488
TEST_2163,284.75348
TEST_2164,447.0786
TEST_2165,489.2049
TEST_2166,369.87006
TEST_2167,396.91754
TEST_2168,424.65503
TEST_2169,454.1955
TEST_2170,220.53278
TEST_2171,301.53613
TEST_2172,293.3395
TEST_2173,302.43115
TEST_2174,455.04022
TEST_2175,394.13892
TEST_2176,376.55963
TEST_2177,410.23505
TEST_2178,240.57596
TEST_2179,307.67145
TEST_2180,358.09955
TEST_2181,353.2777
TEST_2182,348.14832
TEST_2183,374.71387
TEST_2184,246.96191
TEST_2185,329.36603
TEST_2186,456.87366
TEST_2187,259.8172
TEST_2188,341.31525
TEST_2189,266.37076
TEST_2190,251.95715
TEST_2191,438.87958
TEST_2192,255.37643
TEST_2193,417.73737
TEST_2194,513.7725
TEST_2195,396.70544
TEST_2196,436.08963
TEST_2197,292.15588
TEST_2198,278.039
TEST_2199,248.64957
TEST_2200,457.188
TEST_2201,268.86798
TEST_2202,316.63702
TEST_2203,302.14426
TEST_2204,307.66202
TEST_2205,282.09845
TEST_2206,311.09644
TEST_2207,336.5152
