id,label
TEST_1554,1
TEST_1555,4
TEST_1556,1
TEST_1557,3
TEST_1558,3
TEST_1559,3
TEST_1560,2
TEST_1561,2
TEST_1562,2
TEST_1563,3
TEST_1564,2
TEST_1565,5
TEST_1566,4
TEST_1567,0
TEST_1568,0
TEST_1569,1
TEST_1570,1
TEST_1571,2
TEST_1572,1
TEST_1573,5
TEST_1574,4
TEST_1575,5
TEST_1576,2
TEST_1577,1
TEST_1578,4
TEST_1579,1
TEST_1580,0
TEST_1581,1
TEST_1582,0
TEST_1583,1
TEST_1584,2
TEST_1585,4
TEST_1586,0
TEST_1587,1
TEST_1588,1
TEST_1589,1
TEST_1590,1
TEST_1591,0
TEST_1592,2
TEST_1593,2
TEST_1594,5
TEST_1595,2
TEST_1596,2
TEST_1597,1
TEST_1598,0
TEST_1599,1
TEST_1600,5
TEST_1601,0
TEST_1602,2
TEST_1603,2
TEST_1604,4
TEST_1605,2
TEST_1606,1
TEST_1607,5
TEST_1608,1
TEST_1609,0
TEST_1610,2
TEST_1611,3
TEST_1612,2
TEST_1613,0
TEST_1614,5
TEST_1615,1
TEST_1616,1
TEST_1617,2
TEST_1618,2
TEST_1619,1
TEST_1620,5
TEST_1621,1
TEST_1622,1
TEST_1623,1
TEST_1624,4
TEST_1625,4
TEST_1626,2
TEST_1627,4
TEST_1628,3
TEST_1629,0
TEST_1630,1
TEST_1631,2
TEST_1632,4
TEST_1633,4
TEST_1634,2
TEST_1635,3
TEST_1636,1
TEST_1637,4
TEST_1638,1
TEST_1639,2
TEST_1640,0
TEST_1641,4
TEST_1642,4
TEST_1643,0
TEST_1644,3
TEST_1645,1
TEST_1646,0
TEST_1647,4
TEST_1648,0
TEST_1649,0
TEST_1650,0
TEST_1651,4
TEST_1652,4
TEST_1653,2
TEST_1654,1
TEST_1655,2
TEST_1656,1
TEST_1657,0
TEST_1658,1
TEST_1659,5
TEST_1660,0
TEST_1661,2
TEST_1662,0
TEST_1663,2
TEST_1664,2
TEST_1665,3
TEST_1666,2
TEST_1667,2
TEST_1668,3
TEST_1669,5
TEST_1670,4
TEST_1671,4
TEST_1672,1
TEST_1673,0
TEST_1674,3
TEST_1675,5
TEST_1676,2
TEST_1677,3
TEST_1678,0
TEST_1679,1
TEST_1680,1
TEST_1681,0
TEST_1682,5
TEST_1683,0
TEST_1684,2
TEST_1685,4
TEST_1686,2
TEST_1687,4
TEST_1688,1
TEST_1689,0
TEST_1690,2
TEST_1691,1
TEST_1692,2
TEST_1693,2
TEST_1694,1
TEST_1695,1
TEST_1696,4
TEST_1697,0
TEST_1698,4
TEST_1699,2
TEST_1700,1
TEST_1701,4
TEST_1702,1
TEST_1703,1
TEST_1704,2
TEST_1705,0
TEST_1706,1
TEST_1707,0
TEST_1708,1
TEST_1709,2
TEST_1710,3
TEST_1711,2
TEST_1712,3
TEST_1713,5
TEST_1714,5
TEST_1715,1
TEST_1716,3
TEST_1717,1
TEST_1718,2
TEST_1719,5
TEST_1720,0
TEST_1721,4
TEST_1722,5
TEST_1723,2
TEST_1724,3
TEST_1725,1
TEST_1726,5
TEST_1727,3
TEST_1728,5
TEST_1729,2
TEST_1730,1
TEST_1731,4
TEST_1732,1
TEST_1733,2
TEST_1734,3
TEST_1735,1
TEST_1736,2
TEST_1737,1
TEST_1738,0
TEST_1739,2
TEST_1740,1
TEST_1741,3
TEST_1742,3
TEST_1743,5
TEST_1744,1
TEST_1745,2
TEST_1746,2
TEST_1747,2
TEST_1748,3
TEST_1749,0
TEST_1750,2
TEST_1751,4
TEST_1752,0
TEST_1753,2
TEST_1754,0
TEST_1755,1
TEST_1756,2
TEST_1757,4
TEST_1758,1
TEST_1759,5
TEST_1760,5
TEST_1761,1
TEST_1762,3
TEST_1763,1
TEST_1764,1
TEST_1765,0
TEST_1766,3
TEST_1767,2
TEST_1768,2
TEST_1769,2
TEST_1770,1
TEST_1771,5
TEST_1772,5
TEST_1773,3
TEST_1774,1
TEST_1775,3
TEST_1776,2
TEST_1777,3
TEST_1778,2
TEST_1779,3
TEST_1780,4
TEST_1781,2
TEST_1782,4
TEST_1783,3
TEST_1784,5
TEST_1785,2
TEST_1786,5
TEST_1787,0
TEST_1788,0
TEST_1789,2
TEST_1790,0
TEST_1791,1
TEST_1792,2
TEST_1793,2
TEST_1794,0
TEST_1795,4
TEST_1796,1
TEST_1797,3
TEST_1798,3
TEST_1799,1
TEST_1800,1
TEST_1801,2
TEST_1802,2
TEST_1803,2
TEST_1804,4
TEST_1805,4
TEST_1806,1
TEST_1807,5
TEST_1808,0
TEST_1809,1
TEST_1810,5
TEST_1811,2
TEST_1812,0
TEST_1813,3
TEST_1814,0
TEST_1815,2
TEST_1816,1
TEST_1817,0
TEST_1818,1
TEST_1819,0
TEST_1820,0
TEST_1821,2
TEST_1822,5
TEST_1823,1
TEST_1824,2
TEST_1825,2
TEST_1826,1
TEST_1827,1
TEST_1828,1
TEST_1829,2
TEST_1830,3
TEST_1831,5
TEST_1832,3
TEST_1833,1
TEST_1834,0
TEST_1835,1
TEST_1836,0
TEST_1837,2
TEST_1838,4
TEST_1839,2
TEST_1840,5
TEST_1841,2
TEST_1842,1
TEST_1843,0
TEST_1844,3
TEST_1845,3
TEST_1846,1
TEST_1847,3
TEST_1848,3
TEST_1849,2
TEST_1850,4
TEST_1851,3
TEST_1852,0
TEST_1853,0
TEST_1854,0
TEST_1855,2
TEST_1856,1
TEST_1857,1
TEST_1858,3
TEST_1859,3
TEST_1860,5
TEST_1861,5
TEST_1862,0
TEST_1863,4
TEST_1864,1
TEST_1865,1
TEST_1866,0
TEST_1867,5
TEST_1868,1
TEST_1869,2
TEST_1870,1
TEST_1871,4
TEST_1872,3
TEST_1873,0
TEST_1874,4
TEST_1875,4
TEST_1876,0
TEST_1877,3
TEST_1878,0
TEST_1879,2
TEST_1880,1
