id,label
TEST_1554,1
TEST_1555,4
TEST_1556,1
TEST_1557,5
TEST_1558,5
TEST_1559,5
TEST_1560,1
TEST_1561,5
TEST_1562,1
TEST_1563,5
TEST_1564,2
TEST_1565,5
TEST_1566,4
TEST_1567,5
TEST_1568,1
TEST_1569,5
TEST_1570,1
TEST_1571,2
TEST_1572,1
TEST_1573,5
TEST_1574,5
TEST_1575,5
TEST_1576,2
TEST_1577,1
TEST_1578,5
TEST_1579,1
TEST_1580,0
TEST_1581,5
TEST_1582,5
TEST_1583,1
TEST_1584,1
TEST_1585,4
TEST_1586,0
TEST_1587,5
TEST_1588,5
TEST_1589,1
TEST_1590,1
TEST_1591,1
TEST_1592,5
TEST_1593,2
TEST_1594,5
TEST_1595,1
TEST_1596,5
TEST_1597,5
TEST_1598,5
TEST_1599,1
TEST_1600,5
TEST_1601,0
TEST_1602,2
TEST_1603,1
TEST_1604,5
TEST_1605,2
TEST_1606,5
TEST_1607,5
TEST_1608,1
TEST_1609,5
TEST_1610,1
TEST_1611,1
TEST_1612,1
TEST_1613,5
TEST_1614,5
TEST_1615,5
TEST_1616,1
TEST_1617,1
TEST_1618,1
TEST_1619,5
TEST_1620,5
TEST_1621,5
TEST_1622,5
TEST_1623,1
TEST_1624,5
TEST_1625,5
TEST_1626,2
TEST_1627,5
TEST_1628,5
TEST_1629,0
TEST_1630,5
TEST_1631,3
TEST_1632,1
TEST_1633,3
TEST_1634,2
TEST_1635,5
TEST_1636,5
TEST_1637,5
TEST_1638,5
TEST_1639,1
TEST_1640,1
TEST_1641,5
TEST_1642,4
TEST_1643,0
TEST_1644,5
TEST_1645,5
TEST_1646,5
TEST_1647,5
TEST_1648,5
TEST_1649,0
TEST_1650,5
TEST_1651,5
TEST_1652,4
TEST_1653,1
TEST_1654,2
TEST_1655,2
TEST_1656,1
TEST_1657,0
TEST_1658,5
TEST_1659,5
TEST_1660,5
TEST_1661,1
TEST_1662,0
TEST_1663,1
TEST_1664,5
TEST_1665,5
TEST_1666,2
TEST_1667,2
TEST_1668,5
TEST_1669,5
TEST_1670,5
TEST_1671,4
TEST_1672,5
TEST_1673,5
TEST_1674,5
TEST_1675,5
TEST_1676,3
TEST_1677,5
TEST_1678,0
TEST_1679,5
TEST_1680,5
TEST_1681,5
TEST_1682,5
TEST_1683,0
TEST_1684,2
TEST_1685,5
TEST_1686,2
TEST_1687,1
TEST_1688,2
TEST_1689,5
TEST_1690,5
TEST_1691,1
TEST_1692,1
TEST_1693,1
TEST_1694,5
TEST_1695,1
TEST_1696,5
TEST_1697,5
TEST_1698,1
TEST_1699,2
TEST_1700,4
TEST_1701,5
TEST_1702,5
TEST_1703,1
TEST_1704,1
TEST_1705,5
TEST_1706,5
TEST_1707,0
TEST_1708,1
TEST_1709,4
TEST_1710,5
TEST_1711,2
TEST_1712,5
TEST_1713,5
TEST_1714,5
TEST_1715,1
TEST_1716,3
TEST_1717,5
TEST_1718,1
TEST_1719,5
TEST_1720,0
TEST_1721,1
TEST_1722,5
TEST_1723,2
TEST_1724,5
TEST_1725,1
TEST_1726,5
TEST_1727,5
TEST_1728,5
TEST_1729,2
TEST_1730,1
TEST_1731,5
TEST_1732,5
TEST_1733,1
TEST_1734,5
TEST_1735,1
TEST_1736,2
TEST_1737,1
TEST_1738,5
TEST_1739,1
TEST_1740,5
TEST_1741,5
TEST_1742,1
TEST_1743,5
TEST_1744,1
TEST_1745,2
TEST_1746,1
TEST_1747,2
TEST_1748,5
TEST_1749,0
TEST_1750,1
TEST_1751,5
TEST_1752,5
TEST_1753,1
TEST_1754,0
TEST_1755,5
TEST_1756,2
TEST_1757,3
TEST_1758,1
TEST_1759,5
TEST_1760,5
TEST_1761,5
TEST_1762,5
TEST_1763,1
TEST_1764,1
TEST_1765,5
TEST_1766,5
TEST_1767,2
TEST_1768,2
TEST_1769,2
TEST_1770,1
TEST_1771,5
TEST_1772,5
TEST_1773,5
TEST_1774,5
TEST_1775,5
TEST_1776,1
TEST_1777,5
TEST_1778,1
TEST_1779,5
TEST_1780,5
TEST_1781,2
TEST_1782,5
TEST_1783,3
TEST_1784,5
TEST_1785,1
TEST_1786,5
TEST_1787,5
TEST_1788,5
TEST_1789,3
TEST_1790,0
TEST_1791,5
TEST_1792,2
TEST_1793,1
TEST_1794,5
TEST_1795,4
TEST_1796,5
TEST_1797,5
TEST_1798,4
TEST_1799,1
TEST_1800,5
TEST_1801,1
TEST_1802,5
TEST_1803,1
TEST_1804,5
TEST_1805,5
TEST_1806,1
TEST_1807,5
TEST_1808,0
TEST_1809,5
TEST_1810,5
TEST_1811,2
TEST_1812,5
TEST_1813,5
TEST_1814,5
TEST_1815,2
TEST_1816,5
TEST_1817,5
TEST_1818,1
TEST_1819,5
TEST_1820,5
TEST_1821,5
TEST_1822,5
TEST_1823,5
TEST_1824,1
TEST_1825,3
TEST_1826,5
TEST_1827,5
TEST_1828,5
TEST_1829,2
TEST_1830,5
TEST_1831,5
TEST_1832,5
TEST_1833,5
TEST_1834,5
TEST_1835,1
TEST_1836,0
TEST_1837,2
TEST_1838,5
TEST_1839,2
TEST_1840,5
TEST_1841,1
TEST_1842,4
TEST_1843,5
TEST_1844,5
TEST_1845,5
TEST_1846,5
TEST_1847,5
TEST_1848,5
TEST_1849,2
TEST_1850,1
TEST_1851,5
TEST_1852,0
TEST_1853,0
TEST_1854,0
TEST_1855,2
TEST_1856,5
TEST_1857,5
TEST_1858,1
TEST_1859,3
TEST_1860,5
TEST_1861,5
TEST_1862,0
TEST_1863,5
TEST_1864,5
TEST_1865,1
TEST_1866,5
TEST_1867,5
TEST_1868,1
TEST_1869,2
TEST_1870,1
TEST_1871,5
TEST_1872,3
TEST_1873,5
TEST_1874,5
TEST_1875,5
TEST_1876,1
TEST_1877,5
TEST_1878,5
TEST_1879,2
TEST_1880,5
